"AB_tot";"Long";"Lat";"SableF";"LimonF";"LimonG";"Argile";"C_org";"C.N";"pH_eau";"OS";"Sables";"SableG";"Limons";"MO";"C_tot";"N_tot"
112,5;4,96513616651567;47,2032236657616;66;227;162;423;22,585808391571;11,7;8,19;"OS_218";188;122;389;39,1;37,465808391571;1,93403035402297
143,75;4,96620766642679;47,3172148355624;98;192;114;449;21,1010958099365;10,6;8,29;"OS_218";245;147;306;36,5;66,4610958099365;1,98996782302856
110;4,98486483307266;47,3121186661992;120;230;130;424;18,5292866897583;9,97;8,27;"OS_218";216;96;360;32,1;77,2092866897583;1,85863837599754
145;4,98523166657051;47,3125476682743;142;238;142;397;18,9275909423828;9,88;8,22;"OS_218";223;81;380;32,7;81,3275909423828;1,91616281867027
206,25;5,19876316691503;47,2806783368212;39;336;237;383;12,6604124355316;8,93;7,65;"OS_214";44;5;573;21,9;12,7804124355316;1,41806796193122
243,75;5,2055135888146;47,2747943438235;38;363;259;334;13,0846965312957;9,6;6,9;"OS_214";44;6;622;22,6;13,0846965312957;1,36301487684249
206,25;5,20994399086584;47,2675494114419;35;359;231;359;15,5097499656677;9,16;7,84;"OS_214";51;16;590;26,8;17,4297499656677;1,69285833835601
206,25;5,21245680969797;47,2631348498879;32;329;224;406;18,0941660785675;9,21;7,77;"OS_214";41;9;553;31,3;19,0541660785675;1,96551442146301
231,25;5,21432750005122;47,2672938372911;45;295;107;348;32,0278216934204;9,2;8,19;"OS_214";250;205;402;55,4;68,8678216934204;3,48226934671401
187,5;5,2210903334142;47,2700881665338;42;327;197;373;26,9629363059997;9,22;8,12;"OS_214";103;61;524;46,6;36,5629363059997;2,92315870523452
237,5;5,2275116667968;47,2676940027081;36;363;255;330;15,1502241039276;9,6;7,59;"OS_214";52;16;618;26,2;15,5102241039276;1,57870233058929
300;5,22947283324332;47,2644384971904;39;383;272;297;12,4185749340057;9,35;7,17;"OS_214";48;9;655;21,5;12,5385749340057;1,32819071412086
187,5;5,2293663007282;47,2786384424485;45;396;301;243;10,7963705062866;9,47;6,1;"OS_214";60;15;697;18,7;10,7963705062866;1,13982684910297
287,5;5,22705056803436;47,2810571371935;43;373;278;291;12,5696464824676;9,66;6,98;"OS_214";58;15;651;21,7;12,6896464824676;1,30136162042617
218,75;5,21926401500061;47,2629371146043;71;318;111;303;30,4688372039794;9,45;8,21;"OS_210";268;197;429;52,7;77,0288372039794;3,22290569543838
250;4,60249716648321;47,2806738315153;45;292;122;526;60,9362024307251;12;7,29;"OS_111";60;15;414;105;61,5362024307251;5,05735039710999
306,25;4,59720733359462;47,2801771637791;33;398;122;420;31,3771220588684;9,76;7,81;"OS_111";60;27;520;54,3;34,7371220588684;3,21392744779587
193,75;4,59624883346674;47,2898723299107;58;419;112;247;48,2087912750244;9,36;7,94;"OS_214";222;164;531;83,4;75,6887912750244;5,14937162399292
293,75;4,60456633331096;47,2860623298961;25;402;118;421;29,8062503433228;9,28;7,85;"OS_214";59;34;520;51,6;33,0462503433228;3,21239143610001
268,75;4,59655716654917;47,2882895028223;41;378;112;318;35,0100441741943;9,51;8,06;"OS_214";192;151;490;60,6;63,9300441741943;3,68271768093109
262,5;4,5874554998176;47,2751021547316;51;351;166;416;20,5018433380127;10;7,15;"OS_214";67;16;517;35,5;20,6218433380127;2,04034596681595
225;4,60112686184349;47,285484287162;35;393;125;399;29,0811794471741;9,53;7,94;"OS_214";83;48;518;50,3;33,7611794471741;3,05311441421509
256,25;4,5964126673186;47,2804371694808;28;346;142;467;22,3944147872925;9,89;7,13;"OS_214";45;17;488;38,7;22,5144147872925;2,26443603634834
262,5;4,59946873646113;47,2758960839142;17;415;107;367;31,5933708190918;9,61;7,96;"OS_214";111;94;522;54,7;41,1933708190918;3,28629076480865
306,25;4,59119547433158;47,2757606539309;26;485;135;298;45,4961722564697;10;7,91;"OS_214";82;56;620;78,7;50,1761722564697;4,54772531986237
231,25;4,58888583051432;47,2780896694141;40;359;170;415;22,0005576705933;10,1;7,07;"OS_214";56;16;529;38,1;22,2405576705933;2,17783778905869
256,25;4,59314850032752;47,2747086710358;22;383;131;413;28,0731275939941;9,9;7,98;"OS_214";73;51;514;48,6;33,2331275939941;2,83497214317322
268,75;4,60414149945358;47,2821511650293;24;278;118;454;27,8754837417603;9,1;8,11;"OS_214";150;126;396;48,2;42,6354837417603;3,06265383958817
218,75;4,60406952745924;47,2879048075563;30;303;127;504;27,9005082130432;9,21;8,02;"OS_214";66;36;430;48,3;32,1005082130432;3,03046405315399
237,5;4,58943854161516;47,2742123428551;47;288;128;432;26,1126436424255;9,57;8,08;"OS_214";152;105;416;45,2;36,1926436424255;2,72891342639923
306,25;4,59854364272906;47,2793100030714;19;392;118;400;33,011231803894;9,54;8;"OS_214";90;71;510;57,1;42,611231803894;3,45947027206421
225;4,59929166630939;47,2782663306671;23;362;118;446;36,0249276733398;9,74;7,97;"OS_210";74;51;480;62,3;43,4649276733398;3,69878798723221
275;4,60568857472767;47,2814476686362;30;354;118;476;35,5631777572632;10,2;7,54;"OS_210";52;22;472;61,5;36,8831777572632;3,47846031188965
187,5;4,70159433274831;47,1979025001545;8;354;183;452;37,2188496589661;15;6,12;"OS_111";11;3;537;64,4;37,2188496589661;2,48496025800705
281,25;5,25195633381422;47,5038991677759;13;412;215;356;24,8525397872925;13,1;5,63;"OS_111";17;4;627;43;25,0925397872925;1,89445644617081
218,75;5,47431260854483;47,5728417404338;15;385;144;393;48,1369631195068;14,9;7,96;"OS_111";78;63;529;83,3;56,8969631195068;3,23260754346848
193,75;5,21686738964643;47,3785035869085;35;396;264;289;23,0112171173096;13,1;5,99;"OS_111";51;16;660;39,8;23,0112171173096;1,7517463862896
193,75;5,05101416686483;47,4030803344208;24;383;218;364;37,0069601821899;16;6,77;"OS_111";35;11;601;64;37,7269601821899;2,31965556740761
237,5;5,46216316713131;47,2246161629286;217;193;123;116;16,1273550987244;14,2;5,07;"OS_111";568;351;316;27,9;16,1273550987244;1,13400161266327
287,5;5,26449999954578;47,5418416645177;63;425;264;244;18,3192586898804;12,8;5,21;"OS_111";67;4;689;31,7;18,3192586898804;1,43034264445305
250;5,4644354993549;47,5899056648056;37;458;290;169;18,7397909164429;13,4;5,28;"OS_111";83;46;748;32,4;18,7397909164429;1,40361934900284
187,5;4,89048033387161;47,2337618371143;160;234;321;211;16,7335827636718;9,68;8,28;"OS_214";234;74;555;28,9;44,4535827636718;1,72927528619766
218,75;5,31661549946406;47,1825708339517;102;336;323;175;12,7845916938781;9,56;7,89;"OS_214";166;64;659;22,1;13,2645916938781;1,33765235543251
218,75;5,17724618330572;47,2945690111483;49;372;168;345;36,7512462615966;9,1;8,16;"OS_214";115;66;540;63,6;76,9512462615966;4,03896868228912
281,25;5,20791700020134;47,5262746662801;21;408;262;292;14,7896064662933;11,2;7,06;"OS_214";38;17;670;25,6;15,1496064662933;1,32356584072113
250;5,19488316661368;47,3510838294728;67;298;207;343;18,1423598289489;9,6;8,22;"OS_214";152;85;505;31,4;32,5423598289489;1,88907980918884
275;5,21355983289805;47,3774494994023;41;407;216;303;17,4295640945434;10,4;8,1;"OS_214";74;33;623;30,2;19,8295640945434;1,6702926158905
225;5,22603433336507;47,1224970008636;114;285;287;275;12,1779124832153;10,2;7,38;"OS_214";153;39;572;21,1;12,4179124832153;1,19927048683166
231,25;5,05688899949894;47,1300136623876;23;268;78;624;30,6609763336181;9,12;8,19;"OS_214";30;7;346;53;40,7409763336181;3,36059123277664
268,75;5,30384933263511;47,5998206658627;20;346;190;394;22,3;10,7;7,25;"OS_214";70;50;536;38,6;22,2598648071289;2,08275079727172
306,25;5,34227966656446;47,5861744967136;26;347;180;371;23,9411530685424;11,5;7,92;"OS_214";102;76;527;41,4;24,4211530685424;2,08199828863143
193,75;5,31455116611006;47,3855300005531;113;335;354;146;10,6;11;6,96;"OS_214";165;52;689;18,3;10,5864322185516;0,961736440658569
231,25;4,82319783278099;47,5536968359011;76;279;119;181;20,174102897644;9,62;8,34;"OS_214";421;345;398;34,9;74,054102897644;2,09761157631874
237,5;5,01642986661576;47,534766335464;74;273;197;338;20,1;9,76;8,23;"OS_214";192;118;470;34,8;70,14;2,06
231,25;5,20751333355009;47,2500041676232;77;284;126;426;25,54;8,93;8,18;"OS_214";164;87;410;44,2;63,94;2,86
206,25;5,28126224493271;47,1666804362862;84;174;108;334;18,8059379196167;9,19;8,23;"OS_214";384;300;282;32,5;55,6459379196167;2,04668864607811
256,25;5,33585672085813;47,1580670281136;62;248;108;400;24,8087356567383;8,67;8,16;"OS_214";244;182;356;42,9;50,0087356567383;2,86242872476578
293,75;5,25672116717204;47,0371476703995;99;402;263;171;7,96;10,2;7,32;"OS_214";164;65;665;13,8;7,95534074306488;0,782196894288063
206,25;4,98613733370057;47,4128224968945;107;351;174;209;19,4066666666667;9,04;8,21;"OS_214";266;159;525;33,6;109,046666666667;2,14666666666667
250;5,11622102789081;47,5547633297824;26;275;122;542;27,3602034187317;9,44;8,13;"OS_214";61;35;397;47,3;34,2002034187317;2,8980764746666
275;5,1283160426463;47,5477138383518;91;337;166;264;23,9675293731689;9;8,12;"OS_214";233;142;503;41,5;103,887529373169;2,66391187906265
268,75;5,33039316697887;47,1391121697136;99;245;245;315;12,7168171977997;9,35;7,97;"OS_214";195;96;490;22;14,1568171977997;1,35977521538734
250;4,99950566654758;47,2360753293415;38;297;166;489;24,5759293365479;8,95;7,99;"OS_214";48;10;463;42,5;25,8959293365479;2,74581253528595
268,75;4,93362633355407;47,4117433301644;29;315;109;507;26,6414648628235;10;8,02;"OS_214";69;40;424;46,1;30,4814648628235;2,65627771615982
212,5;4,9257049999348;47,5368519670017;63;312;135;340;29,4663771057129;9,44;8,08;"OS_214";213;150;447;51;61,6263771057129;3,12177181243896
200;5,20372733348553;47,2896416670557;41;282;142;418;23,4286978149414;9,63;8,18;"OS_214";158;117;424;40,5;41,1886978149414;2,43301153182983
275;5,42808833343247;47,3838125011695;85;273;202;334;12,7190250015259;9,28;8,16;"OS_214";191;106;475;22;15,3590250015259;1,37025371193886
206,25;5,13818666723248;47,3919471679814;53;366;243;300;13,1685197353363;10;6,39;"OS_214";91;38;609;22,8;13,1685197353363;1,31513014435768
231,25;4,69126199990499;47,4275033349752;58;301;142;458;44,8158619308472;9,69;7,5;"OS_210";99;41;443;77,5;50,5758619308472;4,62713837623596
306,25;5,41059983263854;47,572679164514;16;333;99;552;43,6934288787842;10,2;6,5;"OS_210";16;0;432;75,6;43,8134288787842;4,27679449319839
275;4,98189576347716;47,536581143662;91;393;219;273;51,7839112091064;9,11;7,88;"OS_210";115;24;612;89,6;111,303911209106;5,68272113800049
293,75;5,34467333389241;47,3487058336858;61;288;226;404;40,9405899047852;10,5;6,24;"OS_210";82;21;514;70,8;40,9405899047852;3,88437777757645
187,5;4,77526983370958;47,3490839955308;89;265;212;414;31,6577723312378;10,1;7,5;"OS_210";109;20;477;54,8;32,3777723312378;3,13893496990204
218,75;4,71182033382551;47,2883980031346;63;363;168;343;37,1485280990601;9,79;5,64;"OS_210";126;63;531;64,3;37,1485280990601;3,79290461540222
287,5;5,17417030093677;47,4283444258039;127;340;301;151;14,3887221813202;10,8;5,96;"OS_210";208;81;641;24,9;14,3887221813202;1,32689118385315
231,25;5,18646050024777;47,3547994993005;39;294;118;481;49,9439042663574;9,49;8,01;"OS_210";107;68;412;86,4;67,5839042663574;5,26096999645233
243,75;4,97988333290391;47,2092171636136;79;236;197;361;23,4162049484253;11,4;8,16;"OS_218";206;127;433;40,5;41,8962049484253;2,04881578683853
225;4,9667056665222;47,2437005009306;91;183;129;360;14,2015836715698;9,4;8,3;"OS_218";328;237;312;24,6;54,4015836715698;1,51108890771865
275;4,88359266660463;47,1680173351423;197;286;241;210;14,225312423706;9,98;8,36;"OS_218";263;66;527;24,6;73,025312423706;1,42602577805519
381,25;5,20246099811878;47,2795888290849;40;364;268;322;12,9543944644927;9,45;6,91;"OS_214";46;6;632;22,4;13,0743944644927;1,37015998363494
468,75;5,20498738339323;47,2771876053979;36;360;227;344;14,7852387809753;9,25;8,13;"OS_214";69;33;587;25,6;18,7452387809753;1,59894615411758
393,75;5,20895872635101;47,2649046617311;36;336;217;363;17,2837751197814;9,4;8,11;"OS_214";84;48;553;29,9;24,0037751197814;1,83796271681785
331,25;5,22159046949297;47,2650756551301;50;322;102;355;29,6840072250366;8,49;8,2;"OS_214";221;171;424;51,4;64,1240072250366;3,49429249763488
368,75;5,2205315079642;47,2673449987146;52;318;198;362;25,1784603881835;9,33;8,25;"OS_210";122;70;516;43,6;46,8984603881835;2,69930452108383
337,5;4,59637050032218;47,2845655022307;81;330;181;320;61,8902770996094;12,9;8,04;"OS_111";169;88;511;107;117,690277099609;4,78835076093674
356,25;4,60101407866848;47,2753875332316;28;471;126;320;36,0909687805176;9,39;7,96;"OS_214";83;55;597;62,4;43,4109687805176;3,84248167276382
356,25;4,59889000013074;47,288933504096;43;300;132;410;21,0534674453735;9,16;8,17;"OS_214";158;115;432;36,4;46,3734674453735;2,298763692379
431,25;4,59410433333651;47,2802626657633;35;289;147;511;22,9174368476868;9,91;6,93;"OS_214";53;18;436;39,6;23,1574368476868;2,31185033917427
450;4,60761549953188;47,2843361624264;31;242;94;482;28,5869992828369;9,64;8,1;"OS_214";182;151;336;49,5;49,2269992828369;2,96618282794952
312,5;4,60258477502257;47,2796620749055;36;348;103;389;46,5415376663208;10;7,96;"OS_214";160;124;451;80,5;62,1415376663208;4,6561461687088
506,25;4,58907316622235;47,277529665137;35;311;145;492;23,2209206962585;9,48;7,33;"OS_214";52;17;456;40,2;23,5809206962585;2,448810338974
625;4,59784016602856;47,2771263311721;15;387;87;335;39,0768493652344;9,2;8,02;"OS_214";191;176;474;67,6;57,6768493652344;4,2497444152832
512,5;4,60023944689955;47,2905801273916;17;502;200;244;75,4876873779297;10,3;7,64;"OS_210";54;37;702;131;79,2076873779297;7,36434161663055
600;4,60257209342725;47,2887979158237;64;305;162;357;55,7543414306641;10,8;7,96;"OS_210";176;112;467;96,5;105,434341430664;5,17918646335602
612,5;4,59660742995901;47,2783377626066;25;436;124;373;27,6399873924255;9,36;7,92;"OS_210";67;42;560;47,8;31,7199873924255;2,9534500837326
400;4,59849808833758;47,2749729040261;41;475;133;200;41,360675201416;10;7,91;"OS_210";192;151;608;71,6;62,000675201416;4,12260353565216
393,75;4,71870433254821;47,4656751628562;22;378;139;349;60,4046801376343;15,6;7,91;"OS_111";134;112;517;105;78,5246801376343;3,86142760515213
456,25;5,34128516738817;47,5541903377246;8;339;184;429;47,9934921646118;14,6;7,3;"OS_111";48;40;523;83;51,9534921646118;3,28683823347092
625;5,37489649369333;47,5646554559628;17;298;171;491;44,7972878265381;14,1;6,39;"OS_111";40;23;469;77,5;44,9172878265381;3,16989362239838
350;5,26116491230036;47,4937861207272;19;456;278;241;20,1807856559753;12,6;5,39;"OS_111";25;6;734;34,9;20,1807856559753;1,6058823466301
393,75;5,42708916718403;47,2855615000196;128;124;52;253;27,2817587852478;11,8;5,44;"OS_111";571;443;176;47,2;27,2817587852478;2,31632366776466
743,75;5,31422750031594;47,1247975017666;114;194;198;387;20,3949603080749;10,1;8,13;"OS_214";221;107;392;35,3;26,9949603080749;2,01760590076446
550;5,45789416747998;47,2472916708773;191;246;194;236;8,6;9,76;7,34;"OS_214";324;133;440;14,9;8,60073924064636;0,881544947624206
531,25;5,04043033289574;47,2018063299497;84;271;200;421;16,9;10,4;7,01;"OS_214";108;24;471;29,2;16,8616485595703;1,62076935172081
343,75;5,42538824855882;47,5430932233211;105;345;261;263;11,2049059963226;9,67;7,06;"OS_214";131;26;606;19,4;11,4449059963226;1,1589690297842
343,75;5,35395383332107;47,3224825024691;48;448;310;152;11,4;10,7;7,39;"OS_214";90;42;758;19,7;11,4396750926971;1,06299735605716
350;5,21324310895183;47,592089270993;17;391;257;319;21,8024400901794;10,1;7,81;"OS_214";33;16;648;37,7;22,8824400901794;2,16854602098464
318,75;5,09032633362071;47,2325446700288;43;355;249;315;13,5581923866271;9,8;7,43;"OS_214";81;38;604;23,5;13,9181923866271;1,38407915830612
418,75;4,96846466716196;47,331723000003;166;160;110;326;19,9545896148681;10,6;8,3;"OS_214";404;238;270;34,5;83,1945896148681;1,88583269715309
325;5,36966633358991;47,3440933311027;94;389;280;210;11,9177405929565;12,3;7,42;"OS_214";121;27;669;20,6;12,1577405929565;0,965462103486061
400;5,15414200056469;47,1762248368332;56;329;262;339;13,6787502861022;10,2;7,57;"OS_214";70;14;591;23,7;13,9187502861022;1,34702369570732
400;5,14915250025093;47,1850974978985;48;357;261;319;11,7;9,36;6,92;"OS_214";63;15;618;20,2;11,6746664047241;1,24939940869808
487,5;4,91390700066875;47,2389970006024;173;169;329;312;18,0793785667419;9,79;8,03;"OS_214";190;17;498;31,3;20,1193785667419;1,84677705168724
425;5,26010066638579;47,404531502626;73;288;134;403;19,0311735916137;9,38;8,24;"OS_214";175;102;422;32,9;58,1511735916137;2,02993437647819
362,5;4,74187533403766;47,1962405035327;22;428;154;356;36,5626813888549;10,4;7,96;"OS_214";62;40;582;63,3;41,3626813888549;3,50309342145919
643,75;5,13353033263745;47,3673816628509;100;319;192;349;27,4293227386474;8,77;8,22;"OS_214";140;40;511;47,5;66,9093227386474;3,12915533781051
531,25;5,12653650048121;47,3617786672875;75;291;117;464;22,9099228286743;9,64;8,17;"OS_214";128;53;408;39,6;40,6699228286743;2,37619817256927
768,75;5,07029533364532;47,4574351643193;16;372;177;427;17,9994528388977;10,4;6,91;"OS_214";24;8;549;31,1;18,2394528388977;1,73521444201469
393,75;5,04170049942234;47,4226338325451;30;347;237;382;19,6;10,7;7,15;"OS_214";34;4;584;33,9;19,6424686908721;1,82477548718452
375;5,19803600046536;47,3894241681751;42;364;204;318;16,045575389862;9,7;8,24;"OS_214";114;72;568;27,8;25,285575389862;1,65502250194549
400;4,79042083388621;47,469197664733;57;319;111;463;41,0408353424072;9,97;7,92;"OS_214";107;50;430;71;43,0808353424072;4,11789923906326
637,5;5,02200933382573;47,2120751657671;81;329;257;320;17,7;13;7,23;"OS_214";94;13;586;30,6;17,7308928966522;1,36375680565834
487,5;5,33806616641168;47,575802332971;30;439;301;197;13,7;10,8;6,75;"OS_214";63;33;740;23,7;13,6918711662292;1,27250105142593
550;5,14838116658291;47,1778791674408;54;320;259;339;15,9;10,9;7,12;"OS_214";82;28;579;27,5;15,9095561504364;1,46185249090194
387,5;5,14024483326497;47,2590931670234;80;258;158;470;13,8810004043579;10,6;8,33;"OS_214";114;34;416;24;41,0010004043579;1,30746126174926
331,25;4,81081149980802;47,4607750009453;101;224;114;188;26,2312640380859;9,03;8,2;"OS_214";474;373;338;45,4;96,3112640380859;2,90506422519683
681,25;5,07779066712284;47,3870943301097;84;271;163;356;30,7407829284667;12;8,25;"OS_214";210;126;434;53,2;53,5407829284668;2,55822658538818
468,75;5,09373753949674;47,3552574943125;77;311;188;403;20,285956287384;10,5;8,1;"OS_214";98;21;499;35,1;20,885956287384;1,92975059151649
556,25;5,27931366634048;47,1452911637543;78;309;212;358;16,4996414756774;9,19;8,23;"OS_214";121;43;521;28,5;17,9396414756774;1,79543271660804
393,75;4,81871309845175;47,5146092204742;41;367;136;317;40,4810076904296;9,92;8,08;"OS_214";180;139;503;70;61,3610076904296;4,07958596944809
343,75;5,00284683397004;47,2607596701011;40;283;158;451;24,2403070831299;9,12;8,11;"OS_214";108;68;441;41,9;33,0003070831299;2,65722960233688
543,75;4,89528700003143;47,1704748355188;149;192;223;272;15,2895766067505;10,2;8,35;"OS_214";313;164;415;26,5;53,2095766067505;1,50335520505905
487,5;5,28177783312696;47,4493944955431;143;123;119;270;16,8814517021179;9,64;8,08;"OS_214";488;345;242;29,2;19,2814517021179;1,75204500555992
381,25;5,16785050065417;47,5104216681103;20;386;165;395;20,83;9,73;8,07;"OS_214";54;34;551;36;23,47;2,14
387,5;5,3067429091466;47,4703195102201;89;344;248;189;11,9;11,7;7,53;"OS_214";219;130;592;20,6;11,94;1,02
475;5,26227542900753;47,4769171222047;57;410;175;246;27,89;10,2;8,06;"OS_214";169;112;585;48,2;39,53;2,74
331,25;5,21833249982052;47,4165066688117;44;375;160;377;25,33;10,3;8,15;"OS_214";88;44;535;43,8;34,57;2,46
543,75;4,80537983334966;47,4849915014112;22;382;138;396;26,6341795539856;9,12;8,02;"OS_214";84;62;520;46,1;34,6741795539856;2,91932791471481
425;4,83261347279814;47,4485650207346;44;388;119;314;42,0790738677979;9,54;7,99;"OS_214";179;135;507;72,8;62,1190738677979;4,40862268209457
681,25;5,3081870185555;47,505657584686;74;373;235;225;12,8;10,7;7,71;"OS_214";167;93;608;22,1;12,7983248233795;1,20144620537758
675;5,38732349938152;47,4823361626011;37;318;158;479;44,8655702209473;9,25;7,9;"OS_210";45;8;476;77,6;51,7055702209473;4,85242456197739
718,75;5,36796099964331;47,1910753353153;111;174;116;366;32,0048999786377;10;6,19;"OS_210";344;233;290;55,4;32,0048999786377;3,19859117269516
437,5;5,40554166619527;47,2702835015891;196;158;162;315;31,5110683441162;10,4;5,79;"OS_210";365;169;320;54,5;31,5110683441162;3,03843438625336
450;5,04451050039789;47,5110183299762;70;445;216;192;54,955004196167;9,17;8,01;"OS_210";147;77;661;95,1;117,475004196167;5,9923779964447
312,5;4,6173343327545;47,2907229959614;45;276;130;503;44,5562181854248;9,42;7,85;"OS_210";91;46;406;77,1;51,5162181854248;4,73183929920197
650;4,63821833329615;47,4748903353512;51;420;188;319;47,2983084869385;9,14;7,74;"OS_210";73;22;608;81,8;50,1783084869385;5,173659324646
500;5,11644723010328;47,1448574988848;84;260;172;460;30,6967282295227;9,48;6,12;"OS_210";108;24;432;53,1;30,6967282295227;3,23790371417999
450;4,93776783350482;47,4278426682124;62;342;112;332;46,067600402832;10,4;8,11;"OS_210";214;152;454;79,7;82,907600402832;4,44849461317062
375;4,99853983258678;47,288573163194;75;251;155;347;17,897483253479;10,5;8,25;"OS_218";247;172;406;31;51,497483253479;1,70463785529137
600;4,96824750039416;47,331447334651;200;162;148;340;16,5942283630371;9,41;8,25;"OS_218";350;150;310;28,7;81,9942283630371;1,76378980278969
418,75;4,87192066666705;47,1340176667132;145;235;202;306;13,2589514923095;11,1;8,34;"OS_218";257;112;437;22,9;53,9389514923095;1,19774542748928
650;4,87815533463189;47,1441978754832;182;182;242;324;22,346561088562;10,1;8,12;"OS_218";252;70;424;38,7;37,706561088562;2,2208759188652
406,25;4,84875800061389;47,1402040028867;195;187;219;249;12,9192770767211;10,6;8,34;"OS_218";345;150;406;22,4;55,0392770767211;1,21626012027263
362,5;4,85806716647653;47,1803378345061;133;208;260;304;18,1953601837158;10,5;8,15;"OS_218";228;95;468;31,5;45,1953601837158;1,72781080007553
