"BM_tot";"Long";"Lat";"SableF";"LimonF";"LimonG";"Argile";"C_org";"C.N";"pH_eau";"OS";"Sables";"SableG";"Limons";"MO";"C_tot";"N_tot"
15,855;4,98523166657051;47,3125476682743;142;238;142;397;18,9275909423828;9,88;8,22;"OS_218";223;81;380;32,7;81,3275909423828;1,91616281867027
53,98125;5,19876316691503;47,2806783368212;39;336;237;383;12,6604124355316;8,93;7,65;"OS_214";44;5;573;21,9;12,7804124355316;1,41806796193122
41,8875;5,1989275485075;47,2795665688724;44;370;271;307;12,112357263565;9,29;6,94;"OS_214";52;8;641;21;12,232357263565;1,30327507853508
53,7125;5,2055135888146;47,2747943438235;38;363;259;334;13,0846965312957;9,6;6,9;"OS_214";44;6;622;22,6;13,0846965312957;1,36301487684249
47,0375;5,20895872635101;47,2649046617311;36;336;217;363;17,2837751197814;9,4;8,11;"OS_214";84;48;553;29,9;24,0037751197814;1,83796271681785
39,725;5,21245680969797;47,2631348498879;32;329;224;406;18,0941660785675;9,21;7,77;"OS_214";41;9;553;31,3;19,0541660785675;1,96551442146301
57,1875;5,21432750005122;47,2672938372911;45;295;107;348;32,0278216934204;9,2;8,19;"OS_214";250;205;402;55,4;68,8678216934204;3,48226934671401
52,9125;5,22305071642091;47,2685240227499;40;310;195;340;21,747011642456;9,16;8,14;"OS_214";155;115;505;37,6;33,267011642456;2,37407594919204
52,0875;5,2275116667968;47,2676940027081;36;363;255;330;15,1502241039276;9,6;7,59;"OS_214";52;16;618;26,2;15,5102241039276;1,57870233058929
62,375;5,22947283324332;47,2644384971904;39;383;272;297;12,4185749340057;9,35;7,17;"OS_214";48;9;655;21,5;12,5385749340057;1,32819071412086
40,625;5,22524053001296;47,2700917034218;37;363;255;333;15,5852191543579;9,46;7,34;"OS_214";49;12;618;27;15,8252191543579;1,64815515279769
48,30625;5,22512649983532;47,2730353304696;37;383;278;289;12,126663570404;9,35;6,31;"OS_214";50;13;661;21;12,246663570404;1,29668176174163
52,35625;5,22705056803436;47,2810571371935;43;373;278;291;12,5696464824676;9,66;6,98;"OS_214";58;15;651;21,7;12,6896464824676;1,30136162042617
41,23125;5,20714998195518;47,2787232641224;47;260;153;405;32,1072397994995;9,86;8,18;"OS_210";182;135;413;55,5;52,0272397994995;3,25714111328125
42,6125;5,2205315079642;47,2673449987146;52;318;198;362;25,1784603881835;9,33;8,25;"OS_210";122;70;516;43,6;46,8984603881835;2,69930452108383
47,75625;4,5983490000311;47,2896984966688;71;307;155;306;20,4418775558472;10,2;8,23;"OS_111";232;161;462;35,4;73,2418775558472;2,01094135642052
47,4875;4,59624883346674;47,2898723299107;58;419;112;247;48,2087912750244;9,36;7,94;"OS_214";222;164;531;83,4;75,6887912750244;5,14937162399292
55,55;4,60456633331096;47,2860623298961;25;402;118;421;29,8062503433228;9,28;7,85;"OS_214";59;34;520;51,6;33,0462503433228;3,21239143610001
63,63125;4,59655716654917;47,2882895028223;41;378;112;318;35,0100441741943;9,51;8,06;"OS_214";192;151;490;60,6;63,9300441741943;3,68271768093109
44,15625;4,5991703334429;47,2862428326975;33;317;138;468;25,7180574417114;9,31;8;"OS_214";77;44;455;44,5;32,9180574417114;2,76273161172867
46,9;4,59539716668199;47,2762886683073;20;463;126;310;38,4419512557983;9,21;7,91;"OS_214";101;81;589;66,5;46,9619512557983;4,17408585548401
39,5375;4,59559355139844;47,2835118726675;53;273;119;364;29,3220506668091;9,58;8,06;"OS_214";244;191;392;50,7;70,7220506668091;3,05928379297256
53,1;4,59410433333651;47,2802626657633;35;289;147;511;22,9174368476868;9,91;6,93;"OS_214";53;18;436;39,6;23,1574368476868;2,31185033917427
50,725;4,5874554998176;47,2751021547316;51;351;166;416;20,5018433380127;10;7,15;"OS_214";67;16;517;35,5;20,6218433380127;2,04034596681595
48,2375;4,5964126673186;47,2804371694808;28;346;142;467;22,3944147872925;9,89;7,13;"OS_214";45;17;488;38,7;22,5144147872925;2,26443603634834
50,7125;4,59119547433158;47,2757606539309;26;485;135;298;45,4961722564697;10;7,91;"OS_214";82;56;620;78,7;50,1761722564697;4,54772531986237
52,5475;4,60084641324424;47,2817109661969;36;235;86;413;31,295068321228;9,21;8,01;"OS_214";266;230;321;54,1;65,735068321228;3,39613050222397
39,70625;4,58888583051432;47,2780896694141;40;359;170;415;22,0005576705933;10,1;7,07;"OS_214";56;16;529;38,1;22,2405576705933;2,17783778905869
50,04375;4,60414149945358;47,2821511650293;24;278;118;454;27,8754837417603;9,1;8,11;"OS_214";150;126;396;48,2;42,6354837417603;3,06265383958817
58,9625;4,60258477502257;47,2796620749055;36;348;103;389;46,5415376663208;10;7,96;"OS_214";160;124;451;80,5;62,1415376663208;4,6561461687088
54,41875;4,60061083369056;47,2880026693251;24;342;116;458;28,8956065750122;8,95;8,02;"OS_214";84;60;458;50;36,3356065750122;3,2280421257019
61,39375;4,59094313540188;47,2785426738201;28;450;130;354;28,9996708869934;9,51;7,99;"OS_214";66;38;580;50,2;32,5996708869934;3,04865330457687
44,75;4,60406952745924;47,2879048075563;30;303;127;504;27,9005082130432;9,21;8,02;"OS_214";66;36;430;48,3;32,1005082130432;3,03046405315399
49,08125;4,60372083373874;47,2843473346724;28;388;143;422;27,7411853408813;9,23;7,53;"OS_214";47;19;531;48;28,5811853408813;3,0060750246048
46,85;4,59854364272906;47,2793100030714;19;392;118;400;33,011231803894;9,54;8;"OS_214";90;71;510;57,1;42,611231803894;3,45947027206421
56,825;4,60568857472767;47,2814476686362;30;354;118;476;35,5631777572632;10,2;7,54;"OS_210";52;22;472;61,5;36,8831777572632;3,47846031188965
43,48125;5,04309916701302;47,505959003604;62;256;160;349;63,3085164642334;14,3;7,9;"OS_111";235;173;416;110;104,348516464233;4,42262977361679
57,9125;5,25195633381422;47,5038991677759;13;412;215;356;24,8525397872925;13,1;5,63;"OS_111";17;4;627;43;25,0925397872925;1,89445644617081
52,2375;4,74889916612029;47,3463121668363;32;420;141;361;42,2669491958618;12,6;7,09;"OS_111";78;46;561;73,1;42,7469491958618;3,34222942590714
42,68125;5,47168416620878;47,5934908309144;24;368;219;361;30,3280934143066;12;6,11;"OS_111";52;28;587;52,5;30,4480934143066;2,52244532108307
61,7375;5,31661549946406;47,1825708339517;102;336;323;175;12,7845916938781;9,56;7,89;"OS_214";166;64;659;22,1;13,2645916938781;1,33765235543251
41,58125;4,98116633296018;47,1471538309344;110;322;376;158;9,19;10,7;7,74;"OS_214";144;34;698;15,9;9,19056892395019;0,858336687088012
58,7875;5,42538824855882;47,5430932233211;105;345;261;263;11,2049059963226;9,67;7,06;"OS_214";131;26;606;19,4;11,4449059963226;1,1589690297842
40,5;5,14131399958814;47,3195984966858;115;257;125;438;36,1452011489868;9,68;8,07;"OS_214";180;65;382;62,5;43,7052011489868;3,73568505048751
62,75;5,12653650048121;47,3617786672875;75;291;117;464;22,9099228286743;9,64;8,17;"OS_214";128;53;408;39,6;40,6699228286743;2,37619817256927
51,375;5,21085299959762;47,2577419981232;37;337;216;347;16,1699821090698;9,05;8,17;"OS_214";100;63;553;28;23,0099821090698;1,78649604320526
48,13125;5,19488316661368;47,3510838294728;67;298;207;343;18,1423598289489;9,6;8,22;"OS_214";152;85;505;31,4;32,5423598289489;1,88907980918884
55,03125;4,73986783317791;47,4231415675912;72;447;134;293;38,9727827453613;10,2;7,86;"OS_214";126;54;581;67,4;42,3327827453613;3,80247324705123
58,1125;5,04170049942234;47,4226338325451;30;347;237;382;19,6;10,7;7,15;"OS_214";34;4;584;33,9;19,6424686908721;1,82477548718452
46,93125;5,05688899949894;47,1300136623876;23;268;78;624;30,6609763336181;9,12;8,19;"OS_214";30;7;346;53;40,7409763336181;3,36059123277664
54,24375;5,16314649972842;47,4620508365918;16;265;129;572;21,7811897087097;10,1;7,89;"OS_214";34;18;394;37,7;22,5011897087097;2,15991362929344
58,79375;5,14024483326497;47,2590931670234;80;258;158;470;13,8810004043579;10,6;8,33;"OS_214";114;34;416;24;41,0010004043579;1,30746126174926
43,00625;5,31455116611006;47,3855300005531;113;335;354;146;10,6;11;6,96;"OS_214";165;52;689;18,3;10,5864322185516;0,961736440658569
44,7;4,9031369230832;47,3855068883602;48;311;192;358;22,935574054718;9,67;8,21;"OS_214";139;91;503;39,7;37,935574054718;2,37233996391296
52,075;4,89528700003143;47,1704748355188;149;192;223;272;15,2895766067505;10,2;8,35;"OS_214";313;164;415;26,5;53,2095766067505;1,50335520505905
42,46875;5,33834733348462;47,4818568325078;75;366;321;167;15,1;9,89;7,39;"OS_214";146;71;687;26,1;15,0969266891479;1,52650624513626
48,0875;5,33680516690868;47,3473248311748;69;257;258;397;20,3;11;7,13;"OS_214";88;19;515;35,1;20,31;1,85
47,18125;5,20751333355009;47,2500041676232;77;284;126;426;25,54;8,93;8,18;"OS_214";164;87;410;44,2;63,94;2,86
42,18125;5,36156066716311;47,4078536687054;58;366;343;207;12,9;10,5;7,31;"OS_214";84;26;709;22,3;12,85;1,23
54,60625;5,35500600041932;47,4096281683066;46;392;292;247;10,6;10,1;6,54;"OS_214";69;23;684;18,3;10,63;1,05
57,66875;5,21833249982052;47,4165066688117;44;375;160;377;25,33;10,3;8,15;"OS_214";88;44;535;43,8;34,57;2,46
48,625;5,25672116717204;47,0371476703995;99;402;263;171;7,96;10,2;7,32;"OS_214";164;65;665;13,8;7,95534074306488;0,782196894288063
60,6875;5,11622102789081;47,5547633297824;26;275;122;542;27,3602034187317;9,44;8,13;"OS_214";61;35;397;47,3;34,2002034187317;2,8980764746666
56,425;4,83261347279814;47,4485650207346;44;388;119;314;42,0790738677979;9,54;7,99;"OS_214";179;135;507;72,8;62,1190738677979;4,40862268209457
46,125;4,99950566654758;47,2360753293415;38;297;166;489;24,5759293365479;8,95;7,99;"OS_214";48;10;463;42,5;25,8959293365479;2,74581253528595
45,4375;5,42808833343247;47,3838125011695;85;273;202;334;12,7190250015259;9,28;8,16;"OS_214";191;106;475;22;15,3590250015259;1,37025371193886
39,0375;5,13818666723248;47,3919471679814;53;366;243;300;13,1685197353363;10;6,39;"OS_214";91;38;609;22,8;13,1685197353363;1,31513014435768
44,525;5,13011231600448;47,3982579803058;111;327;132;237;14,0033333333333;8,92;8,4;"OS_214";304;193;459;24,2;115,443333333333;1,57
57,88125;4,68806199946396;47,3675438319268;52;264;128;532;54,5554444122314;9,4;7,35;"OS_210";76;24;392;94,4;55,8754444122314;5,8066314458847
51,20625;4,99014707400122;47,1553648074714;71;291;291;316;23,6960911750793;9,99;7,06;"OS_210";102;31;582;41;23,6960911750793;2,37154021859169
46,73125;4,6173343327545;47,2907229959614;45;276;130;503;44,5562181854248;9,42;7,85;"OS_210";91;46;406;77,1;51,5162181854248;4,73183929920197
45,675;4,72323099976974;47,3719478331203;84;313;165;400;30,5293973731995;10,3;7,26;"OS_210";122;38;478;52,8;30,6493973731995;2,95618891716003
58,95;4,71182033382551;47,2883980031346;63;363;168;343;37,1485280990601;9,79;5,64;"OS_210";126;63;531;64,3;37,1485280990601;3,79290461540222
50,21875;4,93776783350482;47,4278426682124;62;342;112;332;46,067600402832;10,4;8,11;"OS_210";214;152;454;79,7;82,907600402832;4,44849461317062
59,36875;5,17417030093677;47,4283444258039;127;340;301;151;14,3887221813202;10,8;5,96;"OS_210";208;81;641;24,9;14,3887221813202;1,32689118385315
60,4937499999999;5,18646050024777;47,3547994993005;39;294;118;481;49,9439042663574;9,49;8,01;"OS_210";107;68;412;86,4;67,5839042663574;5,26096999645233
50,48125;4,96620766642679;47,3172148355624;98;192;114;449;21,1010958099365;10,6;8,29;"OS_218";245;147;306;36,5;66,4610958099365;1,98996782302856
87,26875;5,20246099811878;47,2795888290849;40;364;268;322;12,9543944644927;9,45;6,91;"OS_214";46;6;632;22,4;13,0743944644927;1,37015998363494
66,81875;5,20498738339323;47,2771876053979;36;360;227;344;14,7852387809753;9,25;8,13;"OS_214";69;33;587;25,6;18,7452387809753;1,59894615411758
137,03125;5,22159046949297;47,2650756551301;50;322;102;355;29,6840072250366;8,49;8,2;"OS_214";221;171;424;51,4;64,1240072250366;3,49429249763488
74,3625;5,22920424130464;47,2708647168407;37;393;280;278;12,4991846084594;9,52;6,83;"OS_214";49;12;673;21,6;12,4991846084594;1,31259024143219
100,3;4,59720733359462;47,2801771637791;33;398;122;420;31,3771220588684;9,76;7,81;"OS_111";60;27;520;54,3;34,7371220588684;3,21392744779587
99,8875;4,59637050032218;47,2845655022307;81;330;181;320;61,8902770996094;12,9;8,04;"OS_111";169;88;511;107;117,690277099609;4,78835076093674
113,6375;4,60101407866848;47,2753875332316;28;471;126;320;36,0909687805176;9,39;7,96;"OS_214";83;55;597;62,4;43,4109687805176;3,84248167276382
79,3625;4,5906392692573;47,2815228962795;53;246;142;392;26,6069919204712;9,67;8,06;"OS_214";220;167;388;46;60,4469919204712;2,75129586458206
64,25625;4,59964333317219;47,2836394991539;28;325;136;497;23,1851818847656;9,66;7,64;"OS_214";42;14;461;40,1;23,9051818847656;2,40075021982193
64,2;4,59946873646113;47,2758960839142;17;415;107;367;31,5933708190918;9,61;7,96;"OS_214";111;94;522;54,7;41,1933708190918;3,28629076480865
69,475;4,59314850032752;47,2747086710358;22;383;131;413;28,0731275939941;9,9;7,98;"OS_214";73;51;514;48,6;33,2331275939941;2,83497214317322
67,23125;4,60761549953188;47,2843361624264;31;242;94;482;28,5869992828369;9,64;8,1;"OS_214";182;151;336;49,5;49,2269992828369;2,96618282794952
121,15625;4,58907316622235;47,277529665137;35;311;145;492;23,2209206962585;9,48;7,33;"OS_214";52;17;456;40,2;23,5809206962585;2,448810338974
70,65625;4,60023944689955;47,2905801273916;17;502;200;244;75,4876873779297;10,3;7,64;"OS_210";54;37;702;131;79,2076873779297;7,36434161663055
142,2625;4,60257209342725;47,2887979158237;64;305;162;357;55,7543414306641;10,8;7,96;"OS_210";176;112;467;96,5;105,434341430664;5,17918646335602
117,1;4,59660742995901;47,2783377626066;25;436;124;373;27,6399873924255;9,36;7,92;"OS_210";67;42;560;47,8;31,7199873924255;2,9534500837326
121,6875;4,59849808833758;47,2749729040261;41;475;133;200;41,360675201416;10;7,91;"OS_210";192;151;608;71,6;62,000675201416;4,12260353565216
81,5375;4,71870433254821;47,4656751628562;22;378;139;349;60,4046801376343;15,6;7,91;"OS_111";134;112;517;105;78,5246801376343;3,86142760515213
79,6;5,26116491230036;47,4937861207272;19;456;278;241;20,1807856559753;12,6;5,39;"OS_111";25;6;734;34,9;20,1807856559753;1,6058823466301
81,56875;5,42708916718403;47,2855615000196;128;124;52;253;27,2817587852478;11,8;5,44;"OS_111";571;443;176;47,2;27,2817587852478;2,31632366776466
100,75;5,46216316713131;47,2246161629286;217;193;123;116;16,1273550987244;14,2;5,07;"OS_111";568;351;316;27,9;16,1273550987244;1,13400161266327
64,04375;5,3132904996659;47,5568608349642;26;385;292;293;24,5582222938538;13,8;5,17;"OS_111";30;4;677;42,5;24,5582222938538;1,7734669148922
65,48125;5,26204616672498;47,5420578326141;40;419;255;283;24,0212917327881;12,8;5,34;"OS_111";43;3;674;41,6;24,0212917327881;1,87003761529922
124,56875;5,26449999954578;47,5418416645177;63;425;264;244;18,3192586898804;12,8;5,21;"OS_111";67;4;689;31,7;18,3192586898804;1,43034264445305
77,6625;5,45640214943358;47,5914701701173;43;439;331;151;15,3385305404663;13;5,51;"OS_111";79;36;770;26,5;15,3385305404663;1,18157960474491
99,60625;5,4644354993549;47,5899056648056;37;458;290;169;18,7397909164429;13,4;5,28;"OS_111";83;46;748;32,4;18,7397909164429;1,40361934900284
115,4;4,80599050033342;47,4142083344498;33;303;151;507;39,7466516494751;13,5;5,49;"OS_111";39;6;454;68,8;39,7466516494751;2,94326335191727
74,59375;5,31422750031594;47,1247975017666;114;194;198;387;20,3949603080749;10,1;8,13;"OS_214";221;107;392;35,3;26,9949603080749;2,01760590076446
68,1125;5,09117533293513;47,6511568317574;64;297;113;254;32,3174498748779;9,49;8,15;"OS_214";336;272;410;55,9;78,9974498748779;3,40623199939727
116,75;5,04043033289574;47,2018063299497;84;271;200;421;16,9;10,4;7,01;"OS_214";108;24;471;29,2;16,8616485595703;1,62076935172081
79,375;5,35395383332107;47,3224825024691;48;448;310;152;11,4;10,7;7,39;"OS_214";90;42;758;19,7;11,4396750926971;1,06299735605716
67,325;5,21324310895183;47,592089270993;17;391;257;319;21,8024400901794;10,1;7,81;"OS_214";33;16;648;37,7;22,8824400901794;2,16854602098464
79,925;5,09032633362071;47,2325446700288;43;355;249;315;13,5581923866271;9,8;7,43;"OS_214";81;38;604;23,5;13,9181923866271;1,38407915830612
74,70625;5,17724618330572;47,2945690111483;49;372;168;345;36,7512462615966;9,1;8,16;"OS_214";115;66;540;63,6;76,9512462615966;4,03896868228912
80,675;4,92909216681658;47,2759098300711;148;178;241;284;21,6269180679321;9,91;8,18;"OS_214";297;149;419;37,4;57,3869180679321;2,18242228031158
67,65625;4,96846466716196;47,331723000003;166;160;110;326;19,9545896148681;10,6;8,3;"OS_214";404;238;270;34,5;83,1945896148681;1,88583269715309
107,975;5,36966633358991;47,3440933311027;94;389;280;210;11,9177405929565;12,3;7,42;"OS_214";121;27;669;20,6;12,1577405929565;0,965462103486061
80,66875;5,14915250025093;47,1850974978985;48;357;261;319;11,7;9,36;6,92;"OS_214";63;15;618;20,2;11,6746664047241;1,24939940869808
95,45625;4,91390700066875;47,2389970006024;173;169;329;312;18,0793785667419;9,79;8,03;"OS_214";190;17;498;31,3;20,1193785667419;1,84677705168724
122,03125;5,26010066638579;47,404531502626;73;288;134;403;19,0311735916137;9,38;8,24;"OS_214";175;102;422;32,9;58,1511735916137;2,02993437647819
84,26875;4,74187533403766;47,1962405035327;22;428;154;356;36,5626813888549;10,4;7,96;"OS_214";62;40;582;63,3;41,3626813888549;3,50309342145919
126,85;5,13353033263745;47,3673816628509;100;319;192;349;27,4293227386474;8,77;8,22;"OS_214";140;40;511;47,5;66,9093227386474;3,12915533781051
104,3625;5,22284800003131;47,2239769983278;101;257;113;280;22,029500427246;8,64;8,28;"OS_214";350;249;370;38,1;89,5895004272461;2,5500276684761
141,08125;5,06822733353405;47,4858943364065;103;272;119;306;22,9915727615356;9,99;8,28;"OS_214";303;200;391;39,8;71,5915727615356;2,30249926447868
84,45625;5,07029533364532;47,4574351643193;16;372;177;427;17,9994528388977;10,4;6,91;"OS_214";24;8;549;31,1;18,2394528388977;1,73521444201469
85,83125;5,21355983289805;47,3774494994023;41;407;216;303;17,4295640945434;10,4;8,1;"OS_214";74;33;623;30,2;19,8295640945434;1,6702926158905
107,41875;5,19803600046536;47,3894241681751;42;364;204;318;16,045575389862;9,7;8,24;"OS_214";114;72;568;27,8;25,285575389862;1,65502250194549
99,3625;5,19501033327595;47,1432078318501;55;331;112;479;23,4718848419189;9,88;8,29;"OS_214";78;23;443;40,6;47,3518848419189;2,37550944089889
105,45;5,33806616641168;47,575802332971;30;439;301;197;13,7;10,8;6,75;"OS_214";63;33;740;23,7;13,6918711662292;1,27250105142593
71,13125;5,14838116658291;47,1778791674408;54;320;259;339;15,9;10,9;7,12;"OS_214";82;28;579;27,5;15,9095561504364;1,46185249090194
73,19375;4,81081149980802;47,4607750009453;101;224;114;188;26,2312640380859;9,03;8,2;"OS_214";474;373;338;45,4;96,3112640380859;2,90506422519683
175,8;5,07779066712284;47,3870943301097;84;271;163;356;30,7407829284667;12;8,25;"OS_214";210;126;434;53,2;53,5407829284668;2,55822658538818
149,625;5,27931366634048;47,1452911637543;78;309;212;358;16,4996414756774;9,19;8,23;"OS_214";121;43;521;28,5;17,9396414756774;1,79543271660804
83,38125;5,00284683397004;47,2607596701011;40;283;158;451;24,2403070831299;9,12;8,11;"OS_214";108;68;441;41,9;33,0003070831299;2,65722960233688
73,88125;5,2090261668138;47,4836300018339;103;354;152;280;18,8839292399089;9,9;8,25;"OS_214";214;111;506;32,7;112,763929239909;1,90730743567149
112,11875;5,16785050065417;47,5104216681103;20;386;165;395;20,83;9,73;8,07;"OS_214";54;34;551;36;23,47;2,14
111,40625;5,23608283361678;47,2057413327285;17;373;52;549;20,64;9,01;8,2;"OS_214";26;9;425;35,7;45,96;2,29
112,6625;5,18506933399238;47,1930753335499;23;216;90;664;25,09;8,9;7,66;"OS_214";30;7;306;43,4;25,57;2,82
104,56875;5,3067429091466;47,4703195102201;89;344;248;189;11,9;11,7;7,53;"OS_214";219;130;592;20,6;11,94;1,02
123,4;5,26227542900753;47,4769171222047;57;410;175;246;27,89;10,2;8,06;"OS_214";169;112;585;48,2;39,53;2,74
67,0125;4,80537983334966;47,4849915014112;22;382;138;396;26,6341795539856;9,12;8,02;"OS_214";84;62;520;46,1;34,6741795539856;2,91932791471481
91,8375;5,33585672085813;47,1580670281136;62;248;108;400;24,8087356567383;8,67;8,16;"OS_214";244;182;356;42,9;50,0087356567383;2,86242872476578
85,99375;4,98613733370057;47,4128224968945;107;351;174;209;19,4066666666667;9,04;8,21;"OS_214";266;159;525;33,6;109,046666666667;2,14666666666667
98,35625;5,3081870185555;47,505657584686;74;373;235;225;12,8;10,7;7,71;"OS_214";167;93;608;22,1;12,7983248233795;1,20144620537758
104,10625;5,35857716613307;47,4649613327145;27;399;248;308;13,8643682003021;9,56;7,39;"OS_214";45;18;647;24;13,8643682003021;1,45006284117699
103,9125;4,74383660344969;47,5294460294309;83;304;108;171;32,3652365875244;9,76;8,1;"OS_214";417;334;412;56;91,0452365875244;3,31441730260849
82,0125;5,38732349938152;47,4823361626011;37;318;158;479;44,8655702209473;9,25;7,9;"OS_210";45;8;476;77,6;51,7055702209473;4,85242456197739
157,00625;5,36796099964331;47,1910753353153;111;174;116;366;32,0048999786377;10;6,19;"OS_210";344;233;290;55,4;32,0048999786377;3,19859117269516
105,21875;5,40554166619527;47,2702835015891;196;158;162;315;31,5110683441162;10,4;5,79;"OS_210";365;169;320;54,5;31,5110683441162;3,03843438625336
132,4125;4,63821833329615;47,4748903353512;51;420;188;319;47,2983084869385;9,14;7,74;"OS_210";73;22;608;81,8;50,1783084869385;5,173659324646
77,38125;5,11644723010328;47,1448574988848;84;260;172;460;30,6967282295227;9,48;6,12;"OS_210";108;24;432;53,1;30,6967282295227;3,23790371417999
114,61875;5,26792250017331;47,4744809978204;124;260;133;219;26,6179539108276;11,3;8,23;"OS_210";388;264;393;46;71,9779539108276;2,35042527318001
126,33125;4,96824750039416;47,331447334651;200;162;148;340;16,5942283630371;9,41;8,25;"OS_218";350;150;310;28,7;81,9942283630371;1,76378980278969
66,95;4,88359266660463;47,1680173351423;197;286;241;210;14,225312423706;9,98;8,36;"OS_218";263;66;527;24,6;73,025312423706;1,42602577805519
70,6875;4,87192066666705;47,1340176667132;145;235;202;306;13,2589514923095;11,1;8,34;"OS_218";257;112;437;22,9;53,9389514923095;1,19774542748928
83,0924999999999;4,87815533463189;47,1441978754832;182;182;242;324;22,346561088562;10,1;8,12;"OS_218";252;70;424;38,7;37,706561088562;2,2208759188652
91,99375;4,85806716647653;47,1803378345061;133;208;260;304;18,1953601837158;10,5;8,15;"OS_218";228;95;468;31,5;45,1953601837158;1,72781080007553
