"RMSE";"R2_adjusted_train";"R2_adjusted_test";"MAE";"n.trees";"shrinkage";"interaction.depth";"n.minobsinnode"
6,458;0,62;0,036;5,162;2000;0,01;3;30
6,582;0,71;0,034;5,254;3000;0,01;3;30
6,372;0,47;0,032;5,096;500;0,02;3;30
6,444;0,618;0,04;5,13;1000;0,02;3;30
6,566;0,708;0,034;5,226;1500;0,02;3;30
6,636;0,73;0,034;5,278;1700;0,02;3;30
6,678;0,768;0,034;5,304;2000;0,02;3;30
6,842;0,842;0,032;5,436;3000;0,02;3;30
6,556;0,656;0,04;5,206;500;0,05;3;30
6,776;0,806;0,034;5,374;1000;0,05;3;30
6,962;0,874;0,03;5,5;1500;0,05;3;30
7,046;0,892;0,028;5,55;1700;0,05;3;30
7,098;0,916;0,028;5,6;2000;0,05;3;30
7,28;0,956;0,024;5,708;3000;0,05;3;30
6,222;0,152;0,016;5,042;500;0,001;3;30
6,216;0,178;0,018;5,032;1000;0,001;3;30
6,226;0,2;0,018;5,036;1500;0,001;3;30
6,23;0,212;0,018;5,04;1700;0,001;3;30
6,234;0,224;0,018;5,04;2000;0,001;3;30
6,258;0,27;0,02;5,056;3000;0,001;3;30
6,218;0,178;0,018;5,032;500;0,002;3;30
6,23;0,222;0,02;5,03;1000;0,002;3;30
6,254;0,268;0,02;5,048;1500;0,002;3;30
6,264;0,284;0,022;5,054;1700;0,002;3;30
6,276;0,308;0,024;5,064;2000;0,002;3;30
6,304;0,378;0,028;5,076;3000;0,002;3;30
6,244;0,248;0,024;5,046;500;0,005;3;30
6,282;0,342;0,03;5,05;1000;0,005;3;30
6,32;0,416;0,032;5,08;1500;0,005;3;30
6,336;0,442;0,032;5,084;1700;0,005;3;30
6,352;0,476;0,034;5,094;2000;0,005;3;30
6,42;0,562;0,036;5,134;3000;0,005;3;30
6,296;0,348;0,026;5,068;500;0,01;5;30
6,34;0,48;0,036;5,076;1000;0,01;5;30
6,414;0,568;0,036;5,128;1500;0,01;5;30
6,444;0,592;0,036;5,154;1700;0,01;5;30
6,468;0,63;0,038;5,164;2000;0,01;5;30
6,594;0,718;0,036;5,268;3000;0,01;5;30
6,362;0,476;0,032;5,082;500;0,02;5;30
6,448;0,63;0,036;5,13;1000;0,02;5;30
6,584;0,714;0,034;5,244;1500;0,02;5;30
6,658;0,742;0,03;5,282;1700;0,02;5;30
6,698;0,776;0,03;5,314;2000;0,02;5;30
6,858;0,852;0,028;5,446;3000;0,02;5;30
6,554;0,666;0,04;5,21;500;0,05;5;30
6,814;0,814;0,032;5,382;1000;0,05;5;30
6,966;0,88;0,03;5,494;1500;0,05;5;30
7,034;0,9;0,03;5,526;1700;0,05;5;30
7,104;0,92;0,028;5,584;2000;0,05;5;30
7,28;0,958;0,026;5,7;3000;0,05;5;30
6,222;0,16;0,016;5,04;500;0,001;5;30
6,216;0,182;0,018;5,032;1000;0,001;5;30
6,226;0,206;0,018;5,036;1500;0,001;5;30
6,228;0,218;0,018;5,038;1700;0,001;5;30
6,236;0,228;0,018;5,044;2000;0,001;5;30
6,258;0,276;0,022;5,054;3000;0,001;5;30
6,214;0,18;0,018;5,03;500;0,002;5;30
6,232;0,228;0,02;5,032;1000;0,002;5;30
6,256;0,274;0,02;5,05;1500;0,002;5;30
6,264;0,29;0,024;5,054;1700;0,002;5;30
6,28;0,314;0,024;5,062;2000;0,002;5;30
6,308;0,386;0,026;5,078;3000;0,002;5;30
6,242;0,254;0,024;5,042;500;0,005;5;30
6,288;0,35;0,03;5,052;1000;0,005;5;30
6,322;0,426;0,034;5,078;1500;0,005;5;30
6,334;0,45;0,032;5,082;1700;0,005;5;30
6,356;0,484;0,032;5,094;2000;0,005;5;30
6,424;0,57;0,034;5,132;3000;0,005;5;30
6,296;0,348;0,026;5,068;500;0,01;6;30
6,34;0,48;0,036;5,076;1000;0,01;6;30
6,414;0,568;0,036;5,128;1500;0,01;6;30
6,444;0,592;0,036;5,154;1700;0,01;6;30
6,468;0,63;0,038;5,164;2000;0,01;6;30
6,594;0,718;0,036;5,268;3000;0,01;6;30
6,362;0,476;0,032;5,082;500;0,02;6;30
6,448;0,63;0,036;5,13;1000;0,02;6;30
6,584;0,714;0,034;5,244;1500;0,02;6;30
6,658;0,742;0,03;5,282;1700;0,02;6;30
6,698;0,776;0,03;5,314;2000;0,02;6;30
6,858;0,852;0,028;5,446;3000;0,02;6;30
6,554;0,666;0,04;5,21;500;0,05;6;30
6,814;0,814;0,032;5,382;1000;0,05;6;30
6,966;0,88;0,03;5,494;1500;0,05;6;30
7,034;0,9;0,03;5,526;1700;0,05;6;30
7,104;0,92;0,028;5,584;2000;0,05;6;30
7,28;0,958;0,026;5,7;3000;0,05;6;30
6,222;0,16;0,016;5,04;500;0,001;6;30
6,216;0,182;0,018;5,032;1000;0,001;6;30
6,226;0,206;0,018;5,036;1500;0,001;6;30
6,228;0,218;0,018;5,038;1700;0,001;6;30
6,236;0,228;0,018;5,044;2000;0,001;6;30
6,258;0,276;0,022;5,054;3000;0,001;6;30
6,214;0,18;0,018;5,03;500;0,002;6;30
6,232;0,228;0,02;5,032;1000;0,002;6;30
6,256;0,274;0,02;5,05;1500;0,002;6;30
6,264;0,29;0,024;5,054;1700;0,002;6;30
6,28;0,314;0,024;5,062;2000;0,002;6;30
6,308;0,386;0,026;5,078;3000;0,002;6;30
6,242;0,254;0,024;5,042;500;0,005;6;30
6,288;0,35;0,03;5,052;1000;0,005;6;30
6,322;0,426;0,034;5,078;1500;0,005;6;30
6,334;0,45;0,032;5,082;1700;0,005;6;30
6,356;0,484;0,032;5,094;2000;0,005;6;30
6,424;0,57;0,034;5,132;3000;0,005;6;30
6,296;0,348;0,026;5,068;500;0,01;8;30
6,34;0,48;0,036;5,076;1000;0,01;8;30
6,414;0,568;0,036;5,128;1500;0,01;8;30
6,444;0,592;0,036;5,154;1700;0,01;8;30
6,468;0,63;0,038;5,164;2000;0,01;8;30
6,594;0,718;0,036;5,268;3000;0,01;8;30
6,362;0,476;0,032;5,082;500;0,02;8;30
6,448;0,63;0,036;5,13;1000;0,02;8;30
6,584;0,714;0,034;5,244;1500;0,02;8;30
6,658;0,742;0,03;5,282;1700;0,02;8;30
6,698;0,776;0,03;5,314;2000;0,02;8;30
6,858;0,852;0,028;5,446;3000;0,02;8;30
6,554;0,666;0,04;5,21;500;0,05;8;30
6,814;0,814;0,032;5,382;1000;0,05;8;30
6,966;0,88;0,03;5,494;1500;0,05;8;30
7,034;0,9;0,03;5,526;1700;0,05;8;30
7,104;0,92;0,028;5,584;2000;0,05;8;30
7,28;0,958;0,026;5,7;3000;0,05;8;30
6,222;0,16;0,016;5,04;500;0,001;8;30
6,216;0,182;0,018;5,032;1000;0,001;8;30
6,226;0,206;0,018;5,036;1500;0,001;8;30
6,228;0,218;0,018;5,038;1700;0,001;8;30
6,236;0,228;0,018;5,044;2000;0,001;8;30
6,258;0,276;0,022;5,054;3000;0,001;8;30
6,214;0,18;0,018;5,03;500;0,002;8;30
6,232;0,228;0,02;5,032;1000;0,002;8;30
6,256;0,274;0,02;5,05;1500;0,002;8;30
6,264;0,29;0,024;5,054;1700;0,002;8;30
6,28;0,314;0,024;5,062;2000;0,002;8;30
6,308;0,386;0,026;5,078;3000;0,002;8;30
6,242;0,254;0,024;5,042;500;0,005;8;30
6,288;0,35;0,03;5,052;1000;0,005;8;30
6,322;0,426;0,034;5,078;1500;0,005;8;30
6,334;0,45;0,032;5,082;1700;0,005;8;30
6,356;0,484;0,032;5,094;2000;0,005;8;30
6,424;0,57;0,034;5,132;3000;0,005;8;30
6,3;0,136;0,01;5,088;500;0,01;3;50
6,35;0,2;0,016;5,112;1000;0,01;3;50
6,402;0,25;0,014;5,144;1500;0,01;3;50
6,418;0,266;0,014;5,16;1700;0,01;3;50
6,436;0,292;0,016;5,166;2000;0,01;3;50
6,498;0,366;0,016;5,208;3000;0,01;3;50
6,364;0,2;0,014;5,122;500;0,02;3;50
6,422;0,286;0,016;5,152;1000;0,02;3;50
6,486;0,36;0,016;5,192;1500;0,02;3;50
6,516;0,384;0,016;5,216;1700;0,02;3;50
6,534;0,416;0,018;5,224;2000;0,02;3;50
6,632;0,504;0,016;5,3;3000;0,02;3;50
6,48;0,318;0,016;5,21;500;0,05;3;50
6,556;0,448;0,018;5,254;1000;0,05;3;50
6,67;0,538;0,014;5,35;1500;0,05;3;50
6,698;0,566;0,014;5,348;1700;0,05;3;50
6,732;0,6;0,018;5,38;2000;0,05;3;50
6,86;0,684;0,018;5,494;3000;0,05;3;50
6,234;0,052;0,01;5,054;500;0,001;3;50
6,234;0,06;0,012;5,044;1000;0,001;3;50
6,242;0,07;0,01;5,048;1500;0,001;3;50
6,24;0,074;0,01;5,05;1700;0,001;3;50
6,248;0,08;0,008;5,052;2000;0,001;3;50
6,272;0,1;0,012;5,064;3000;0,001;3;50
6,232;0,06;0,012;5,048;500;0,002;3;50
6,246;0,08;0,01;5,046;1000;0,002;3;50
6,27;0,1;0,01;5,062;1500;0,002;3;50
6,274;0,108;0,01;5,066;1700;0,002;3;50
6,286;0,118;0,01;5,078;2000;0,002;3;50
6,318;0,148;0,012;5,096;3000;0,002;3;50
6,256;0,09;0,01;5,058;500;0,005;3;50
6,296;0,132;0,012;5,078;1000;0,005;3;50
6,328;0,168;0,014;5,104;1500;0,005;3;50
6,34;0,18;0,014;5,108;1700;0,005;3;50
6,354;0,198;0,014;5,118;2000;0,005;3;50
6,398;0,254;0,014;5,142;3000;0,005;3;50
6,3;0,136;0,01;5,088;500;0,01;5;50
6,35;0,2;0,016;5,112;1000;0,01;5;50
6,402;0,25;0,014;5,144;1500;0,01;5;50
6,418;0,266;0,014;5,16;1700;0,01;5;50
6,436;0,292;0,016;5,166;2000;0,01;5;50
6,498;0,366;0,016;5,208;3000;0,01;5;50
6,364;0,2;0,014;5,122;500;0,02;5;50
6,422;0,286;0,016;5,152;1000;0,02;5;50
6,486;0,36;0,016;5,192;1500;0,02;5;50
6,516;0,384;0,016;5,216;1700;0,02;5;50
6,534;0,416;0,018;5,224;2000;0,02;5;50
6,632;0,504;0,016;5,3;3000;0,02;5;50
6,48;0,318;0,016;5,21;500;0,05;5;50
6,556;0,448;0,018;5,254;1000;0,05;5;50
6,67;0,538;0,014;5,35;1500;0,05;5;50
6,698;0,566;0,014;5,348;1700;0,05;5;50
6,732;0,6;0,018;5,38;2000;0,05;5;50
6,86;0,684;0,018;5,494;3000;0,05;5;50
6,234;0,052;0,01;5,054;500;0,001;5;50
6,234;0,06;0,012;5,044;1000;0,001;5;50
6,242;0,07;0,01;5,048;1500;0,001;5;50
6,24;0,074;0,01;5,05;1700;0,001;5;50
6,248;0,08;0,008;5,052;2000;0,001;5;50
6,272;0,1;0,012;5,064;3000;0,001;5;50
6,232;0,06;0,012;5,048;500;0,002;5;50
6,246;0,08;0,01;5,046;1000;0,002;5;50
6,27;0,1;0,01;5,062;1500;0,002;5;50
6,274;0,108;0,01;5,066;1700;0,002;5;50
6,286;0,118;0,01;5,078;2000;0,002;5;50
6,318;0,148;0,012;5,096;3000;0,002;5;50
6,256;0,09;0,01;5,058;500;0,005;5;50
6,296;0,132;0,012;5,078;1000;0,005;5;50
6,328;0,168;0,014;5,104;1500;0,005;5;50
6,34;0,18;0,014;5,108;1700;0,005;5;50
6,354;0,198;0,014;5,118;2000;0,005;5;50
6,398;0,254;0,014;5,142;3000;0,005;5;50
6,3;0,136;0,01;5,088;500;0,01;6;50
6,35;0,2;0,016;5,112;1000;0,01;6;50
6,402;0,25;0,014;5,144;1500;0,01;6;50
6,418;0,266;0,014;5,16;1700;0,01;6;50
6,436;0,292;0,016;5,166;2000;0,01;6;50
6,498;0,366;0,016;5,208;3000;0,01;6;50
6,364;0,2;0,014;5,122;500;0,02;6;50
6,422;0,286;0,016;5,152;1000;0,02;6;50
6,486;0,36;0,016;5,192;1500;0,02;6;50
6,516;0,384;0,016;5,216;1700;0,02;6;50
6,534;0,416;0,018;5,224;2000;0,02;6;50
6,632;0,504;0,016;5,3;3000;0,02;6;50
6,48;0,318;0,016;5,21;500;0,05;6;50
6,556;0,448;0,018;5,254;1000;0,05;6;50
6,67;0,538;0,014;5,35;1500;0,05;6;50
6,698;0,566;0,014;5,348;1700;0,05;6;50
6,732;0,6;0,018;5,38;2000;0,05;6;50
6,86;0,684;0,018;5,494;3000;0,05;6;50
6,234;0,052;0,01;5,054;500;0,001;6;50
6,234;0,06;0,012;5,044;1000;0,001;6;50
6,242;0,07;0,01;5,048;1500;0,001;6;50
6,24;0,074;0,01;5,05;1700;0,001;6;50
6,248;0,08;0,008;5,052;2000;0,001;6;50
6,272;0,1;0,012;5,064;3000;0,001;6;50
6,232;0,06;0,012;5,048;500;0,002;6;50
6,246;0,08;0,01;5,046;1000;0,002;6;50
6,27;0,1;0,01;5,062;1500;0,002;6;50
6,274;0,108;0,01;5,066;1700;0,002;6;50
6,286;0,118;0,01;5,078;2000;0,002;6;50
6,318;0,148;0,012;5,096;3000;0,002;6;50
6,256;0,09;0,01;5,058;500;0,005;6;50
6,296;0,132;0,012;5,078;1000;0,005;6;50
6,328;0,168;0,014;5,104;1500;0,005;6;50
6,34;0,18;0,014;5,108;1700;0,005;6;50
6,354;0,198;0,014;5,118;2000;0,005;6;50
6,398;0,254;0,014;5,142;3000;0,005;6;50
6,3;0,136;0,01;5,088;500;0,01;8;50
6,35;0,2;0,016;5,112;1000;0,01;8;50
6,402;0,25;0,014;5,144;1500;0,01;8;50
6,418;0,266;0,014;5,16;1700;0,01;8;50
6,436;0,292;0,016;5,166;2000;0,01;8;50
6,498;0,366;0,016;5,208;3000;0,01;8;50
6,364;0,2;0,014;5,122;500;0,02;8;50
6,422;0,286;0,016;5,152;1000;0,02;8;50
6,486;0,36;0,016;5,192;1500;0,02;8;50
6,516;0,384;0,016;5,216;1700;0,02;8;50
6,534;0,416;0,018;5,224;2000;0,02;8;50
6,632;0,504;0,016;5,3;3000;0,02;8;50
6,48;0,318;0,016;5,21;500;0,05;8;50
6,556;0,448;0,018;5,254;1000;0,05;8;50
6,67;0,538;0,014;5,35;1500;0,05;8;50
6,698;0,566;0,014;5,348;1700;0,05;8;50
6,732;0,6;0,018;5,38;2000;0,05;8;50
6,86;0,684;0,018;5,494;3000;0,05;8;50
6,234;0,052;0,01;5,054;500;0,001;8;50
6,234;0,06;0,012;5,044;1000;0,001;8;50
6,242;0,07;0,01;5,048;1500;0,001;8;50
6,24;0,074;0,01;5,05;1700;0,001;8;50
6,248;0,08;0,008;5,052;2000;0,001;8;50
6,272;0,1;0,012;5,064;3000;0,001;8;50
6,232;0,06;0,012;5,048;500;0,002;8;50
6,246;0,08;0,01;5,046;1000;0,002;8;50
6,27;0,1;0,01;5,062;1500;0,002;8;50
6,274;0,108;0,01;5,066;1700;0,002;8;50
6,286;0,118;0,01;5,078;2000;0,002;8;50
6,318;0,148;0,012;5,096;3000;0,002;8;50
6,256;0,09;0,01;5,058;500;0,005;8;50
6,296;0,132;0,012;5,078;1000;0,005;8;50
6,328;0,168;0,014;5,104;1500;0,005;8;50
6,34;0,18;0,014;5,108;1700;0,005;8;50
6,354;0,198;0,014;5,118;2000;0,005;8;50
6,398;0,254;0,014;5,142;3000;0,005;8;50
6,278;0,052;0,006;5,076;500;0,01;3;70
6,314;0,08;0,008;5,112;1000;0,01;3;70
6,336;0,106;0,006;5,14;1500;0,01;3;70
6,348;0,114;0,006;5,152;1700;0,01;3;70
6,358;0,13;0,006;5,16;2000;0,01;3;70
6,394;0,172;0,006;5,192;3000;0,01;3;70
6,318;0,084;0,006;5,116;500;0,02;3;70
6,364;0,126;0,006;5,164;1000;0,02;3;70
6,404;0,166;0,004;5,2;1500;0,02;3;70
6,422;0,178;0,004;5,222;1700;0,02;3;70
6,428;0,194;0,006;5,224;2000;0,02;3;70
6,476;0,25;0,008;5,262;3000;0,02;3;70
6,392;0,15;0,006;5,188;500;0,05;3;70
6,45;0,224;0,008;5,244;1000;0,05;3;70
6,504;0,274;0,008;5,282;1500;0,05;3;70
6,526;0,294;0,008;5,31;1700;0,05;3;70
6,546;0,316;0,008;5,326;2000;0,05;3;70
6,596;0,38;0,01;5,38;3000;0,05;3;70
6,234;0,02;0,016;5,052;500;0,001;3;70
6,23;0,026;0,012;5,042;1000;0,001;3;70
6,232;0,028;0,012;5,04;1500;0,001;3;70
6,234;0,03;0,012;5,044;1700;0,001;3;70
6,24;0,03;0,012;5,046;2000;0,001;3;70
6,256;0,04;0,008;5,058;3000;0,001;3;70
6,23;0,026;0,014;5,044;500;0,002;3;70
6,238;0,03;0,012;5,042;1000;0,002;3;70
6,252;0,04;0,01;5,054;1500;0,002;3;70
6,258;0,04;0,008;5,06;1700;0,002;3;70
6,266;0,046;0,008;5,066;2000;0,002;3;70
6,286;0,056;0,006;5,088;3000;0,002;3;70
6,248;0,038;0,01;5,05;500;0,005;3;70
6,276;0,05;0,01;5,072;1000;0,005;3;70
6,294;0,066;0,008;5,1;1500;0,005;3;70
6,3;0,074;0,008;5,108;1700;0,005;3;70
6,31;0,08;0,006;5,114;2000;0,005;3;70
6,334;0,106;0,006;5,136;3000;0,005;3;70
6,278;0,052;0,006;5,076;500;0,01;5;70
6,314;0,08;0,008;5,112;1000;0,01;5;70
6,336;0,106;0,006;5,14;1500;0,01;5;70
6,348;0,114;0,006;5,152;1700;0,01;5;70
6,358;0,13;0,006;5,16;2000;0,01;5;70
6,394;0,172;0,006;5,192;3000;0,01;5;70
6,318;0,084;0,006;5,116;500;0,02;5;70
6,364;0,126;0,006;5,164;1000;0,02;5;70
6,404;0,166;0,004;5,2;1500;0,02;5;70
6,422;0,178;0,004;5,222;1700;0,02;5;70
6,428;0,194;0,006;5,224;2000;0,02;5;70
6,476;0,25;0,008;5,262;3000;0,02;5;70
6,392;0,15;0,006;5,188;500;0,05;5;70
6,45;0,224;0,008;5,244;1000;0,05;5;70
6,504;0,274;0,008;5,282;1500;0,05;5;70
6,526;0,294;0,008;5,31;1700;0,05;5;70
6,546;0,316;0,008;5,326;2000;0,05;5;70
6,596;0,38;0,01;5,38;3000;0,05;5;70
6,234;0,02;0,016;5,052;500;0,001;5;70
6,23;0,026;0,012;5,042;1000;0,001;5;70
6,232;0,028;0,012;5,04;1500;0,001;5;70
6,234;0,03;0,012;5,044;1700;0,001;5;70
6,24;0,03;0,012;5,046;2000;0,001;5;70
6,256;0,04;0,008;5,058;3000;0,001;5;70
6,23;0,026;0,014;5,044;500;0,002;5;70
6,238;0,03;0,012;5,042;1000;0,002;5;70
6,252;0,04;0,01;5,054;1500;0,002;5;70
6,258;0,04;0,008;5,06;1700;0,002;5;70
6,266;0,046;0,008;5,066;2000;0,002;5;70
6,286;0,056;0,006;5,088;3000;0,002;5;70
6,248;0,038;0,01;5,05;500;0,005;5;70
6,276;0,05;0,01;5,072;1000;0,005;5;70
6,294;0,066;0,008;5,1;1500;0,005;5;70
6,3;0,074;0,008;5,108;1700;0,005;5;70
6,31;0,08;0,006;5,114;2000;0,005;5;70
6,334;0,106;0,006;5,136;3000;0,005;5;70
6,278;0,052;0,006;5,076;500;0,01;6;70
6,314;0,08;0,008;5,112;1000;0,01;6;70
6,336;0,106;0,006;5,14;1500;0,01;6;70
6,348;0,114;0,006;5,152;1700;0,01;6;70
6,358;0,13;0,006;5,16;2000;0,01;6;70
6,394;0,172;0,006;5,192;3000;0,01;6;70
6,318;0,084;0,006;5,116;500;0,02;6;70
6,364;0,126;0,006;5,164;1000;0,02;6;70
6,404;0,166;0,004;5,2;1500;0,02;6;70
6,422;0,178;0,004;5,222;1700;0,02;6;70
6,428;0,194;0,006;5,224;2000;0,02;6;70
6,476;0,25;0,008;5,262;3000;0,02;6;70
6,392;0,15;0,006;5,188;500;0,05;6;70
6,45;0,224;0,008;5,244;1000;0,05;6;70
6,504;0,274;0,008;5,282;1500;0,05;6;70
6,526;0,294;0,008;5,31;1700;0,05;6;70
6,546;0,316;0,008;5,326;2000;0,05;6;70
6,596;0,38;0,01;5,38;3000;0,05;6;70
6,234;0,02;0,016;5,052;500;0,001;6;70
6,23;0,026;0,012;5,042;1000;0,001;6;70
6,232;0,028;0,012;5,04;1500;0,001;6;70
6,234;0,03;0,012;5,044;1700;0,001;6;70
6,24;0,03;0,012;5,046;2000;0,001;6;70
6,256;0,04;0,008;5,058;3000;0,001;6;70
6,23;0,026;0,014;5,044;500;0,002;6;70
6,238;0,03;0,012;5,042;1000;0,002;6;70
6,252;0,04;0,01;5,054;1500;0,002;6;70
6,258;0,04;0,008;5,06;1700;0,002;6;70
6,266;0,046;0,008;5,066;2000;0,002;6;70
6,286;0,056;0,006;5,088;3000;0,002;6;70
6,248;0,038;0,01;5,05;500;0,005;6;70
6,276;0,05;0,01;5,072;1000;0,005;6;70
6,294;0,066;0,008;5,1;1500;0,005;6;70
6,3;0,074;0,008;5,108;1700;0,005;6;70
6,31;0,08;0,006;5,114;2000;0,005;6;70
6,334;0,106;0,006;5,136;3000;0,005;6;70
6,278;0,052;0,006;5,076;500;0,01;8;70
6,314;0,08;0,008;5,112;1000;0,01;8;70
6,336;0,106;0,006;5,14;1500;0,01;8;70
6,348;0,114;0,006;5,152;1700;0,01;8;70
6,358;0,13;0,006;5,16;2000;0,01;8;70
6,394;0,172;0,006;5,192;3000;0,01;8;70
6,318;0,084;0,006;5,116;500;0,02;8;70
6,364;0,126;0,006;5,164;1000;0,02;8;70
6,404;0,166;0,004;5,2;1500;0,02;8;70
6,422;0,178;0,004;5,222;1700;0,02;8;70
6,428;0,194;0,006;5,224;2000;0,02;8;70
6,476;0,25;0,008;5,262;3000;0,02;8;70
6,392;0,15;0,006;5,188;500;0,05;8;70
6,45;0,224;0,008;5,244;1000;0,05;8;70
6,504;0,274;0,008;5,282;1500;0,05;8;70
6,526;0,294;0,008;5,31;1700;0,05;8;70
6,546;0,316;0,008;5,326;2000;0,05;8;70
6,596;0,38;0,01;5,38;3000;0,05;8;70
6,234;0,02;0,016;5,052;500;0,001;8;70
6,23;0,026;0,012;5,042;1000;0,001;8;70
6,232;0,028;0,012;5,04;1500;0,001;8;70
6,234;0,03;0,012;5,044;1700;0,001;8;70
6,24;0,03;0,012;5,046;2000;0,001;8;70
6,256;0,04;0,008;5,058;3000;0,001;8;70
6,23;0,026;0,014;5,044;500;0,002;8;70
6,238;0,03;0,012;5,042;1000;0,002;8;70
6,252;0,04;0,01;5,054;1500;0,002;8;70
6,258;0,04;0,008;5,06;1700;0,002;8;70
6,266;0,046;0,008;5,066;2000;0,002;8;70
6,286;0,056;0,006;5,088;3000;0,002;8;70
6,248;0,038;0,01;5,05;500;0,005;8;70
6,276;0,05;0,01;5,072;1000;0,005;8;70
6,294;0,066;0,008;5,1;1500;0,005;8;70
6,3;0,074;0,008;5,108;1700;0,005;8;70
6,31;0,08;0,006;5,114;2000;0,005;8;70
6,334;0,106;0,006;5,136;3000;0,005;8;70
